10.650689	10.159357
10.616011	8.923468
10.822750	10.634658
10.171415	11.427594
9.160724	7.884669
9.210943	7.858882
10.181754	11.574632
7.852213	6.924414
10.551022	11.585883
7.880371	8.008334
10.500925	8.947855
8.289162	7.747077
9.815107	9.159987
9.340674	8.426818
8.414452	8.837903
8.958976	8.515330
10.687515	9.476317
9.241248	9.034374
10.197288	10.401896
9.800554	9.959827
6.936151	5.624312
9.083633	9.729879
10.034010	9.969280
9.452317	8.966186
8.285946	8.912342
9.387535	8.863760
6.913432	7.529744
8.754543	9.518372
10.172147	10.010415
8.423741	7.526703
10.052520	10.883283
9.916875	8.684478
9.215261	8.928166
8.765534	9.001535
10.953858	10.628070
8.428322	10.096156
9.321934	10.386493
9.747805	10.925854
8.727906	8.036261
8.350943	9.591610
8.182565	8.674592
9.683652	10.393930
10.182151	10.561388
7.416640	7.041398
8.793642	10.088808
8.455067	8.316389
8.213994	7.548351
9.010138	8.944264
8.551183	8.221252
9.738672	11.211117
7.712850	6.997938
8.263918	8.404014
8.745458	8.883158
7.624298	8.842093
8.164744	6.925278
9.494621	9.130497
9.755742	8.830622
8.999873	8.926691
8.327519	8.944550
9.992977	8.252066
9.210429	9.631449
8.692115	12.213677
9.024799	9.278215
7.548064	7.830619
9.347331	9.791146
9.073374	9.215128
9.142293	9.876115
7.883691	7.621360
9.726802	11.841802
9.787894	9.384216
7.994342	7.445095
7.200488	7.546692
8.428011	9.424647
9.910116	10.012037
8.747356	9.151741
10.208095	10.412727
8.846021	7.943440
8.846326	10.083585
6.150757	4.577586
10.904015	11.845192
8.624655	8.714622
9.231382	8.581698
9.730231	8.550091
10.445768	9.291381
9.462552	8.218776
9.395028	8.723316
9.151598	9.435678
8.418255	8.227634
9.205086	9.258806
9.341382	7.757693
9.787521	9.622139
8.826028	8.381541
8.371807	7.464251
8.759113	8.342751
7.900306	10.484226
9.649402	11.841288
8.478773	9.120206
10.008511	10.921668
9.416578	10.348876
8.593078	9.555049
9.151992	9.333469
8.643836	9.136322
9.771925	11.096472
7.690175	8.198411
10.021653	9.554530
9.642177	9.923517
7.212010	7.676066
10.951164	10.920459
9.379709	7.764043
9.650223	9.549587
8.314196	7.865734
8.464739	8.159484
7.904811	7.122699
7.271732	5.704386
8.017377	8.434330
9.542824	8.249861
9.346973	9.341595
8.752216	8.947658
9.073576	10.830991
8.251387	7.549605
7.176454	7.015538
8.784014	9.517317
8.912798	10.391086
8.629854	9.262336
8.780958	7.778497
12.067870	12.657415
10.795637	9.499086
8.223236	8.774970
10.030175	9.177315
7.929662	7.076499
8.085583	7.594986
7.811485	6.544820
9.263477	9.632606
8.444574	9.027485
7.828128	7.122609
7.998463	9.220036
11.498991	11.400116
9.537021	9.072055
8.854981	10.449153
8.091290	8.993911
8.907244	7.749974
7.730266	9.099659
8.470938	8.252049
