0.537102	-0.119933	-1.000000
-0.093001	0.119346	1.000000
0.080474	0.025150	1.000000
-0.156002	0.543100	-1.000000
-0.056992	-0.581179	-1.000000
-0.087780	-0.072230	1.000000
0.110839	0.133515	1.000000
0.993065	-0.096848	-1.000000
0.229920	0.534911	-1.000000
0.093230	-0.057079	1.000000
0.020910	-0.185455	1.000000
-0.478982	-0.221347	-1.000000
-0.222606	-0.419229	1.000000
0.101707	0.044449	1.000000
0.207041	-0.097195	1.000000
-0.260956	0.032310	1.000000
-0.220243	-0.694995	-1.000000
-0.366031	-0.485485	-1.000000
0.428513	-0.794882	-1.000000
-0.192776	0.294269	1.000000
0.064275	-0.008449	1.000000
0.001509	0.038341	1.000000
0.618654	0.336335	-1.000000
-0.098583	0.104368	1.000000
-0.034865	-0.090137	1.000000
-0.700659	-0.608012	-1.000000
-0.751519	0.139178	-1.000000
0.217600	-0.153457	1.000000
0.023768	-0.265647	1.000000
0.186329	0.328773	1.000000
0.526225	-0.384611	-1.000000
-0.286154	-0.329252	1.000000
-0.550172	0.484188	-1.000000
-0.057574	-0.299569	1.000000
-0.497509	-0.010711	1.000000
0.076820	-0.190329	1.000000
-0.054310	0.331056	1.000000
0.177612	0.509105	-1.000000
-0.120780	0.705708	-1.000000
-0.607506	-0.376985	-1.000000
-0.133488	0.589399	-1.000000
0.564643	-0.370050	-1.000000
0.173572	0.245257	1.000000
0.424123	0.031756	1.000000
0.016308	0.112354	1.000000
-0.472677	-0.515899	-1.000000
-0.546274	-0.235055	-1.000000
0.330895	0.720389	-1.000000
-0.105341	0.089371	1.000000
0.409029	0.116458	1.000000
-0.068708	0.469850	1.000000
0.378320	0.007136	1.000000
0.292168	-0.570655	-1.000000
0.232600	-0.963805	-1.000000
0.014351	-0.027881	1.000000
-0.439106	0.291068	-1.000000
-0.198883	-0.346032	1.000000
0.230185	0.036428	1.000000
0.114019	-0.489771	-1.000000
0.183400	0.178511	1.000000
0.499637	-0.782040	-1.000000
0.826540	-0.050341	-1.000000
0.073186	-0.109770	1.000000
0.321167	-0.702871	-1.000000
0.129499	0.066501	1.000000
0.069806	0.536687	-1.000000
-0.558372	0.186359	-1.000000
-0.191947	0.282963	1.000000
0.081154	0.170478	1.000000
-0.338272	-0.270486	1.000000
-0.372886	-0.307730	1.000000
-0.056834	0.069469	1.000000
-0.544832	-0.347999	-1.000000
-0.538488	-0.275023	-1.000000
0.246887	-0.204519	1.000000
0.080435	-0.518088	-1.000000
0.305272	0.338926	1.000000
0.201808	-0.659895	-1.000000
-0.714039	-0.435516	-1.000000
0.045578	-0.082956	1.000000
-0.852603	-0.039651	-1.000000
-0.215695	0.243317	1.000000
-0.860900	0.041893	-1.000000
-0.146367	-0.099263	1.000000
-0.472893	-0.770802	-1.000000
-0.197325	0.457060	1.000000
-0.117219	-0.317245	1.000000
0.310920	-0.636054	-1.000000
-0.073749	0.013123	1.000000
0.521103	0.735216	-1.000000
0.868163	0.136229	-1.000000
-0.522276	0.039965	-1.000000
-0.477310	-0.105005	1.000000
-0.149256	0.006924	1.000000
0.031803	-0.060006	1.000000
-0.286583	-0.223213	1.000000
-0.723511	-0.251268	-1.000000
0.203527	0.260578	1.000000
0.196466	0.500411	-1.000000
-0.077545	0.015530	1.000000
